1996-04-29,GRT,16.87,17,16.87,17,17500,1996
1996-10-14,GR,39.58,39.58,39.46,39.8,38600,1996
1996-04-08,GSK,24.5,24.37,24.37,24.62,404500,1996
1996-10-08,GIM,5.28,5.37,5.28,5.46,314500,1996
1996-04-29,GR,35.14,35.25,35.14,35.47,71600,1996
1996-08-02,GTI,37.25,37.37,36.75,37.75,214300,1996
1996-05-08,GAM,21.38,21.38,21.12,21.38,20400,1996
1996-09-18,GAM,23,22.75,22.75,23,10500,1996
1996-12-23,GDP,0.56,0.63,0.56,0.63,16000,1996
1996-05-13,GY,6.46,6.58,6.46,6.64,54700,1996
1996-11-04,GG,9.13,9.13,9.13,9.13,600,1996
1996-07-29,GLT,15.47,15.25,15.25,15.47,86700,1996
1996-08-15,GRR,10,10.12,10,10.12,44800,1996
1996-08-20,GE,85,85,84.75,85.37,8257800,1996
1996-12-17,GDI,36,35.62,35.25,36,75000,1996
1996-03-19,GDF,11.75,12,11.75,12,53900,1996
1996-08-13,GTC,97.77,95.86,95.7,97.77,0,1996
1996-11-15,GHI,8.87,8.96,8.87,8.96,69100,1996
1996-09-06,GGG,18.87,18.87,18.75,18.87,57200,1996
1996-03-04,GGC,29.88,30.47,29.76,30.47,4600,1996
1996-11-11,GXP,27.87,27.62,27.62,27.87,140500,1996
1996-11-04,GSK,31.37,31.5,31.25,31.62,430900,1996
1996-05-24,GRR,11.35,11.48,11.35,11.48,28700,1996
1996-02-28,GNI,31.63,31.72,31.55,31.8,1800,1996
1996-12-11,GR,37.22,36.21,36.21,37.22,269100,1996
1996-06-28,GDF,12.88,13,12.88,13,53900,1996
1996-09-19,GPS,30.87,30.87,30.62,31.12,3223800,1996
1996-11-29,GRR,10.98,10.86,10.86,10.98,28300,1996
1996-12-26,GFI,10,10.25,10,10.25,20200,1996
1996-01-15,GLT,13.59,13.49,13.45,13.69,27200,1996
1996-11-08,GY,8.18,8.25,8.12,8.25,25000,1996
1996-04-11,GR,36.36,36.02,35.8,36.36,273000,1996
1996-01-29,GSK,27.37,27.5,27.37,27.62,550900,1996
1996-01-25,GGC,28.47,28.7,28.12,28.7,4700,1996
1996-10-02,GXP,27,26.87,26.87,27.12,118900,1996
1996-05-02,GGC,34.42,34.19,34.19,34.66,2200,1996
1996-07-18,GT,43.63,43.63,43.25,44.75,336900,1996
1996-08-28,GTC,97.32,97.89,97.32,98.19,0,1996
1996-05-30,GSK,26.12,26.12,26,26.25,898700,1996
1996-05-21,GLW,39.25,38.75,38.63,39.38,1691400,1996
1996-09-05,GFF,8.87,9,8.75,9,13800,1996
1996-06-24,GEF,29.26,29.26,29.26,29.74,19800,1996
1996-08-19,GET,22.97,23.2,22.97,23.43,91800,1996
1996-02-21,GR,64.6,65.48,64.6,66.03,216000,1996
1996-09-16,GVA,19.87,19.75,19.75,20.25,222000,1996
1996-02-20,GPX,8.75,8.87,8.62,8.87,22600,1996
1996-07-30,GRR,9.87,9.87,9.75,9.87,55600,1996
1996-09-27,GMT,40.62,41.06,40.62,41.17,406200,1996
1996-11-06,GCO,9,8.88,8.75,9,69800,1996
1996-03-25,GCH,10.14,10.06,10.06,10.14,20200,1996
1996-01-11,GAM,19.88,20,19.88,20,54800,1996
1996-12-17,GPX,8.25,8.12,8,8.25,14200,1996
1996-03-21,GET,24.55,24.55,24.32,24.55,43100,1996
1996-10-30,GLW,37.5,37.38,37,37.5,1812300,1996
1996-11-14,GWW,74.42,76.09,74.42,76.09,185400,1996
1996-07-25,GG,8,8.13,8,8.13,1600,1996
1996-07-12,GDF,12.88,13,12.88,13,30300,1996
1996-03-15,GCO,4.63,4.63,4.63,4.75,101300,1996
1996-11-08,GIM,5.5,5.41,5.41,5.5,230800,1996
1996-05-28,GLW,39.13,38.75,38.38,39.13,1796700,1996
1996-06-24,GF,6.61,6.54,6.54,6.61,112100,1996
1996-12-12,GG,8.5,8.5,8.5,8.5,0,1996
1996-12-27,GVA,20.25,19.87,19.5,20.25,6000,1996
1996-09-23,GIM,5.18,5.28,5.18,5.37,194700,1996
1996-03-05,GTI,36.5,36.62,36.25,36.62,160200,1996
1996-03-28,GRB,13.89,14,13.89,14,27200,1996
1996-09-27,GPX,9.06,9.06,9,9.06,4500,1996
1996-06-03,GGG,21.12,21.12,21,21.25,47100,1996
1996-11-01,GWR,30.12,30.37,29.87,31,513600,1996
1996-09-06,GGC,30.02,30.14,30.02,30.61,900,1996
1996-04-30,GD,56.85,58.71,56.73,58.83,939600,1996
1996-01-11,GGT,4.26,4.26,4.18,4.26,47600,1996
1996-10-08,GCV,6.85,6.76,6.76,6.85,15700,1996
1996-12-27,GTY,15.38,15.38,15.38,15.38,5600,1996
1996-06-24,GDF,12.88,12.88,12.88,13,28600,1996
1996-09-19,GFF,9.88,9.62,9.62,9.94,63800,1996
1996-06-03,GG,19,19,19,19,0,1996
1996-10-08,GPC,39.36,39.13,39.02,39.36,246300,1996
1996-02-15,GMT,38.52,38.42,37.88,38.52,152800,1996
1996-07-12,GET,23.55,23.89,23.55,23.89,30000,1996
1996-01-18,GPS,44,43.88,43.5,44.5,3463400,1996
1996-06-11,GLT,15,15,14.9,15.11,18800,1996
1996-02-26,GAM,21.12,20.62,20.62,21.12,46500,1996
1996-05-08,GET,25.12,24.66,24.66,25.12,19500,1996
1996-08-05,GAB,6.25,6.25,6.17,6.25,252800,1996
1996-06-04,GCV,6.85,6.85,6.76,6.85,18300,1996
1996-03-05,GRT,16.75,16.87,16.75,16.87,84800,1996
1996-12-02,GWW,75.86,75.86,75.14,75.86,177400,1996
1996-12-10,GET,19.76,19.76,19.64,19.99,83500,1996
1996-12-17,GCH,9.73,9.73,9.73,9.89,38500,1996
1996-05-20,GGT,4.34,4.42,4.34,4.49,71800,1996
1996-08-16,GTI,37.37,37.37,37,37.37,183600,1996
1996-05-28,GT,51.25,51.38,51.13,51.5,261100,1996
1996-12-09,GTC,119.27,123.01,119.27,123.01,0,1996
1996-12-27,GAB,6.78,6.69,6.69,6.78,492100,1996
1996-01-04,GAP,21.87,21.27,21.03,22.22,43200,1996
1996-01-05,GLW,30.62,30.87,30.25,30.87,1231800,1996
1996-12-05,GDF,14,14,13.88,14,25200,1996
1996-08-15,GRT,18.25,18.25,18.12,18.62,67800,1996
1996-05-22,GF,6.28,6.34,6.28,6.34,156500,1996
1996-11-20,GEF,26.27,26.27,25.79,26.74,18200,1996
1996-10-04,GG,9.13,9.5,9.13,9.5,4600,1996
1996-09-30,GY,6.84,6.84,6.78,6.9,182800,1996
1996-03-06,GRT,16.87,16.87,16.75,16.87,81600,1996
1996-02-14,GY,5.97,6.03,5.91,6.03,29900,1996
1996-03-12,GXP,24.75,24.37,24,24.75,88800,1996
1996-02-22,GTI,34.5,34.63,34.12,34.63,34700,1996
1996-06-24,GRB,14.77,14.89,14.77,14.89,3600,1996
1996-04-12,GNI,33.03,33.2,32.86,33.2,800,1996
1996-07-05,GDF,13.13,13,12.88,13.13,22800,1996
1996-08-01,GET,23.78,24.01,23.66,24.01,47200,1996
1996-06-10,GSH,16.27,16.17,16.17,16.27,36200,1996
1996-01-09,GAP,21.08,20.25,20.13,21.08,46900,1996
1996-04-09,GPX,8.75,8.62,8.5,8.75,6800,1996
1996-08-20,GLT,15.68,15.79,15.68,15.89,142000,1996
1996-11-19,GAB,6.6,6.6,6.51,6.6,163400,1996
1996-06-24,GAB,6.42,6.42,6.34,6.51,483000,1996
1996-12-17,GNI,37.5,37.95,37.5,37.95,2100,1996
1996-04-22,GF,6.41,6.47,6.41,6.47,77900,1996
1996-09-12,GCO,8.63,8.75,8.5,8.75,98600,1996
1996-11-14,GRT,19.5,19.37,19.25,19.5,42500,1996
1996-04-16,GWW,62.96,63.44,62.73,63.68,220000,1996
1996-02-01,GET,25.04,25.15,24.92,25.15,113700,1996
1996-04-02,GFI,15.5,15.25,15.25,15.5,79200,1996
1996-08-19,GBX,11.75,11.75,11.63,11.75,1700,1996
1996-01-31,GBX,10.75,10.63,10.5,10.88,39500,1996
1996-04-09,GGC,34.19,35.01,34.19,35.01,3200,1996
1996-08-19,GGT,4.18,4.18,4.18,4.26,12400,1996
1996-11-18,GWW,77.29,77.77,77.05,78.13,393600,1996
1996-08-23,GSH,16.48,16.48,16.48,16.59,4200,1996
1996-09-30,GLT,14.61,14.4,14.4,14.61,53400,1996
1996-01-12,GE,71,70.25,69.87,71.12,1.37E+07,1996
1996-10-18,GNI,35.26,35.8,35.26,35.8,9600,1996
